ECG Amplitude (mV)
-0.00161285400390625
-0.0012664794921875
-0.00086212158203125
-0.000559234619140625
-0.00035209655761718754
-0.0002105712890625
-0.00012168884277343751
-6.40869140625e-05
-2.5177001953125002e-05
-4.1961669921875e-06
5.3405761718750005e-06
1.5640258789062502e-05
2.8228759765625e-05
4.15802001953125e-05
4.38690185546875e-05
4.0435791015625005e-05
4.00543212890625e-05
5.2261352539062504e-05
7.209777832031251e-05
8.544921875000001e-05
8.6212158203125e-05
8.354187011718751e-05
8.58306884765625e-05
9.498596191406251e-05
0.000106048583984375
0.00011711120605468751
0.00012664794921875
0.000135040283203125
0.0001445770263671875
0.000154876708984375
0.0001697540283203125
0.0001926422119140625
0.00021514892578125002
0.000229644775390625
0.0002330780029296875
0.00023574829101562502
0.00024452209472656253
0.00025024414062500003
0.00024833679199218753
0.00023651123046875
0.00022621154785156252
0.000217437744140625
0.0002040863037109375
0.000183868408203125
0.000160980224609375
0.0001373291015625
0.00010643005371093751
6.90460205078125e-05
3.1280517578125004e-05
-2.2888183593750003e-06
-3.08990478515625e-05
-5.8746337890625e-05
-8.43048095703125e-05
-0.00010261535644531251
-0.0001148223876953125
-0.00012664794921875
-0.0001399993896484375
-0.00015182495117187502
-0.00015869140625
-0.00016174316406250002
-0.0001621246337890625
-0.00016136169433593752
-0.000156402587890625
-0.000147247314453125
-0.0001399993896484375
-0.0001338958740234375
-0.00012893676757812502
-0.00012512207031250002
-0.00012092590332031251
-0.0001148223876953125
-0.00010528564453125
-9.498596191406251e-05
-9.19342041015625e-05
-9.613037109375001e-05
-0.00010185241699218751
-0.00010185241699218751
-9.803771972656251e-05
-9.65118408203125e-05
-0.00010070800781250001
-0.00010643005371093751
-0.0001068115234375
-0.00010261535644531251
-9.8419189453125e-05
-0.00010223388671875
-0.000113677978515625
-0.0001220703125
-0.000118255615234375
-0.0001068115234375
-9.8419189453125e-05
-0.000101470947265625
-0.00010986328125
-0.000118255615234375
-0.00011787414550781251
-0.00011215209960937501
-0.0001068115234375
-0.00010452270507812501
-0.00010070800781250001
-9.34600830078125e-05
-8.087158203125001e-05
-6.828308105468751e-05
-6.1798095703125e-05
-7.13348388671875e-05
-9.34600830078125e-05
-0.0001155853271484375
-0.000125885009765625
-0.00012321472167968752
-0.0001194000244140625
-0.00012168884277343751
-0.00012321472167968752
-0.000118255615234375
-0.000109100341796875
-0.00010223388671875
-9.8419189453125e-05
-0.0001010894775390625
-0.0001087188720703125
-0.0001079559326171875
-7.476806640625e-05
2.44140625e-05
0.00023345947265625
0.00057830810546875
0.0010303497314453126
0.0014240264892578125
0.0014377593994140626
0.0008426666259765625
-0.00019378662109375002
-0.00115509033203125
-0.0016082763671875
-0.001520538330078125
-0.001171112060546875
-0.000823974609375
-0.0005584716796875
-0.000360107421875
-0.00022468566894531252
-0.00013847351074218752
-7.781982421875001e-05
-3.54766845703125e-05
-1.373291015625e-05
-3.814697265625e-06
6.484985351562501e-06
2.09808349609375e-05
3.47137451171875e-05
4.119873046875e-05
4.38690185546875e-05
4.57763671875e-05
5.1879882812500005e-05
6.0272216796875e-05
7.019042968750001e-05
7.8582763671875e-05
8.544921875000001e-05
9.002685546875e-05
9.34600830078125e-05
9.994506835937501e-05
0.000110626220703125
0.000121307373046875
0.000130462646484375
0.00014038085937500002
0.00015373229980468752
0.000171661376953125
0.0001911163330078125
0.00020599365234375
0.00021286010742187502
0.0002178192138671875
0.0002216339111328125
0.000225830078125
0.00022621154785156252
0.0002201080322265625
0.00020904541015625002
0.0002002716064453125
0.00019226074218750002
0.00017890930175781252
0.00015563964843750002
0.000122833251953125
8.96453857421875e-05
6.446838378906251e-05
4.3487548828125e-05
1.52587890625e-05
-2.3269653320312502e-05
-6.40869140625e-05
-9.422302246093751e-05
-0.00011405944824218751
-0.0001323699951171875
-0.0001495361328125
-0.0001605987548828125
-0.0001682281494140625
-0.00017509460449218752
-0.00017890930175781252
-0.00017700195312500002
-0.00016937255859375002
-0.0001605987548828125
-0.00015563964843750002
-0.00015220642089843752
-0.000147247314453125
-0.0001399993896484375
-0.0001361846923828125
-0.000133514404296875
-0.000131988525390625
-0.0001312255859375
-0.0001262664794921875
-0.00011978149414062501
-0.00011215209960937501
-0.00010757446289062501
-0.0001033782958984375
-0.000102996826171875
-0.0001041412353515625
-0.000106048583984375
-0.0001079559326171875
-0.00011215209960937501
-0.0001125335693359375
-0.0001110076904296875
-0.00010566711425781251
-0.000106048583984375
-0.0001125335693359375
-0.000121307373046875
-0.000128173828125
-0.0001293182373046875
-0.0001247406005859375
-0.00011901855468750001
-0.00011405944824218751
-0.00011215209960937501
-0.00011138916015625001
-0.0001129150390625
-0.00011329650878906251
-0.0001117706298828125
-0.00010528564453125
-9.803771972656251e-05
-9.3841552734375e-05
-9.0789794921875e-05
-8.277893066406251e-05
-6.98089599609375e-05
-6.1798095703125e-05
-6.637573242187501e-05
-8.544921875000001e-05
-0.00010833740234375001
-0.00012512207031250002
-0.0001312255859375
-0.000131988525390625
-0.00013084411621093752
-0.0001285552978515625
-0.00012321472167968752
-0.0001155853271484375
-0.00010566711425781251
-9.689331054687501e-05
-9.3841552734375e-05
-9.880065917968751e-05
-9.880065917968751e-05
-6.40869140625e-05
4.57763671875e-05
0.00027923583984375
0.0006507873535156251
0.0011035919189453125
0.0014545440673828125
0.0013965606689453126
0.000739288330078125
-0.000316619873046875
-0.00125885009765625
-0.001666259765625
-0.0015247344970703127
-0.0011241912841796875
-0.0007461547851562501
-0.00047607421875000004
-0.00029449462890625
-0.00017852783203125002
-0.00010528564453125
-5.645751953125e-05
-2.3651123046875e-05
-3.0517578125e-06
1.02996826171875e-05
2.3651123046875e-05
3.5095214843750004e-05
4.38690185546875e-05
4.92095947265625e-05
5.1879882812500005e-05
5.1879882812500005e-05
5.2642822265625e-05
5.83648681640625e-05
6.75201416015625e-05
7.896423339843751e-05
8.88824462890625e-05
9.422302246093751e-05
9.5367431640625e-05
9.95635986328125e-05
0.00010986328125
0.00012512207031250002
0.00014228820800781252
0.0001567840576171875
0.000170135498046875
0.00018272399902343752
0.0001953125
0.00020713806152343752
0.00021705627441406252
0.0002269744873046875
0.00023422241210937502
0.000237274169921875
0.00023422241210937502
0.00022430419921875002
0.00020904541015625002
0.000194549560546875
0.00018310546875
0.00017089843750000002
0.00015029907226562502
0.0001239776611328125
9.65118408203125e-05
7.171630859375e-05
4.5013427734375e-05
1.18255615234375e-05
-2.2125244140625003e-05
-5.07354736328125e-05
-7.171630859375e-05
-8.96453857421875e-05
-0.000106048583984375
-0.00012168884277343751
-0.0001323699951171875
-0.000139617919921875
-0.0001434326171875
-0.0001438140869140625
-0.0001415252685546875
-0.00013885498046875
-0.0001373291015625
-0.00013885498046875
-0.0001407623291015625
-0.00013847351074218752
-0.000125885009765625
-0.0001129150390625
-0.00010757446289062501
-0.000110626220703125
-0.00011024475097656251
-0.0001049041748046875
-9.3841552734375e-05
-8.468627929687501e-05
-7.896423339843751e-05
-7.476806640625e-05
-7.5531005859375e-05
-7.896423339843751e-05
-8.163452148437501e-05
-8.43048095703125e-05
-8.659362792968751e-05
-8.96453857421875e-05
-9.46044921875e-05
-0.00010070800781250001
-0.0001041412353515625
-0.000106048583984375
-0.00010375976562500001
-9.8419189453125e-05
-9.613037109375001e-05
-9.918212890625e-05
-0.00010452270507812501
-0.00010643005371093751
-0.000106048583984375
-0.000106048583984375
-0.00010566711425781251
-0.0001033782958984375
-9.994506835937501e-05
-9.803771972656251e-05
-0.0001010894775390625
-9.994506835937501e-05
-9.0789794921875e-05
-7.43865966796875e-05
-6.0272216796875e-05
-6.14166259765625e-05
-6.75201416015625e-05
-6.4849853515625e-05
-4.730224609375e-05
-3.0517578125e-05
-3.62396240234375e-05
-6.21795654296875e-05
-9.19342041015625e-05
-0.00010833740234375001
-0.000110626220703125
-0.00010833740234375001
-0.000106048583984375
-0.00011024475097656251
-0.0001148223876953125
-0.000113677978515625
-0.0001071929931640625
-9.5367431640625e-05
-8.3160400390625e-05
-8.163452148437501e-05
-9.57489013671875e-05
-0.00010261535644531251
-5.68389892578125e-05
8.735656738281251e-05
0.00036544799804687504
0.000762939453125
0.0012023925781250002
0.0014884948730468752
0.001331329345703125
0.0005962371826171875
-0.0004650115966796875
-0.00133819580078125
-0.0016574859619140625
-0.0014591217041015625
-0.001047515869140625
-0.0006809234619140625
-0.0004268646240234375
-0.0002567291259765625
-0.0001506805419921875
-8.50677490234375e-05
-4.31060791015625e-05
-2.0599365234375e-05
-7.2479248046875005e-06
7.62939453125e-06
2.288818359375e-05
3.35693359375e-05
3.7384033203125e-05
4.3487548828125e-05
5.14984130859375e-05
5.645751953125e-05
5.91278076171875e-05
6.561279296875e-05
7.8582763671875e-05
8.697509765625e-05
8.850097656250001e-05
8.659362792968751e-05
9.231567382812501e-05
0.0001068115234375
0.0001201629638671875
0.0001300811767578125
0.00013427734375
0.0001434326171875
0.0001621246337890625
0.000185394287109375
0.00020599365234375
0.0002201080322265625
0.0002292633056640625
0.0002307891845703125
0.00022811889648437502
0.0002231597900390625
0.00021705627441406252
0.0002117156982421875
0.000206756591796875
0.0002025604248046875
0.00019035339355468752
0.0001697540283203125
0.000147247314453125
0.000131988525390625
0.0001155853271484375
8.659362792968751e-05
4.6539306640625004e-05
7.62939453125e-06
-2.288818359375e-05
-4.8065185546875005e-05
-7.209777832031251e-05
-9.65118408203125e-05
-0.00011405944824218751
-0.000124359130859375
-0.00012969970703125
-0.00013084411621093752
-0.00013427734375
-0.000142669677734375
-0.0001491546630859375
-0.00014648437500000002
-0.0001354217529296875
-0.00012893676757812502
-0.0001262664794921875
-0.0001255035400390625
-0.0001224517822265625
-0.00011520385742187501
-0.0001087188720703125
-0.00010643005371093751
-0.000101470947265625
-9.498596191406251e-05
-8.6212158203125e-05
-8.04901123046875e-05
-7.74383544921875e-05
-7.896423339843751e-05
-8.23974609375e-05
-8.12530517578125e-05
-7.9345703125e-05
-7.781982421875001e-05
-8.163452148437501e-05
-8.96453857421875e-05
-9.3841552734375e-05
-9.26971435546875e-05
-9.34600830078125e-05
-9.72747802734375e-05
-9.95635986328125e-05
-9.689331054687501e-05
-9.803771972656251e-05
-0.00010261535644531251
-0.000106048583984375
-0.00010185241699218751
